"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Features","Number of Channels","FIFO's","Protocol","Voltage - Supply","With Parallel Port","With Auto Flow Control","With IrDA Encoder/Decoder","With False Start Bit Detection","With Modem Control","With CMOS","Mounting Type","Package / Case","Supplier Device Package"
"http://www.ti.com/lit/ds/symlink/tl16c550c.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","296-1787-2-ND","TL16C550CPTR","Texas Instruments","IC ASYNC COMM ELEMENT 48-LQFP",4000,10000,"3.16714",1000,1000,"Tape & Reel (TR)","-","False-start Bit Detection","1, UART","16 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c550c.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","296-1787-1-ND","TL16C550CPTR","Texas Instruments","IC ASYNC COMM ELEMENT 48-LQFP",5093,10000,"3.86844",1000,1,"Cut Tape (CT)","-","False-start Bit Detection","1, UART","16 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c550c.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","296-1787-6-ND","TL16C550CPTR","Texas Instruments","IC ASYNC COMM ELEMENT 48-LQFP",5093,10000,"Calculate",1000,1,"Digi-Reel®","-","False-start Bit Detection","1, UART","16 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c752b.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","296-26706-2-ND","TL16C752BPTR","Texas Instruments","IC DUAL UART 3.3V W/FIFO 48-LQFP",2000,10000,"4.62005",1000,1000,"Tape & Reel (TR)","-","False-start Bit Detection","2, DUART","64 Byte","-","2.7 V ~ 3.6 V","-","Yes","-","Yes","Yes","-","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c752b.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","296-26706-1-ND","TL16C752BPTR","Texas Instruments","IC DUAL UART 3.3V W/FIFO 48-LQFP",3783,10000,"5.64306",1000,1,"Cut Tape (CT)","-","False-start Bit Detection","2, DUART","64 Byte","-","2.7 V ~ 3.6 V","-","Yes","-","Yes","Yes","-","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c752b.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","296-26706-6-ND","TL16C752BPTR","Texas Instruments","IC DUAL UART 3.3V W/FIFO 48-LQFP",3783,10000,"Calculate",1000,1,"Digi-Reel®","-","False-start Bit Detection","2, DUART","64 Byte","-","2.7 V ~ 3.6 V","-","Yes","-","Yes","Yes","-","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://datasheets.maximintegrated.com/en/ds/MAX3109.pdf","http://media.digikey.com/renders/Maxim%20Renders/25-WLP_21-0180A.jpg","MAX3109ETJ+-ND","MAX3109ETJ+","Maxim Integrated","IC UART DUAL 32-TQFN",1135,6060,"9.51940",1000,1,"","*","","","","","","","","","","","","","",""
"http://www.nxp.com/documents/data_sheet/SC26C92.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","568-1113-5-ND","SC26C92C1A,512","NXP Semiconductors","IC UART DUAL W/FIFO 44-PLCC",1282,0,"6.45075",1000,1,"Tube","-","Transceiver","2, DUART","8 Byte","-","5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.59x16.59)"
"http://www.ti.com/lit/ds/symlink/pc16550d.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","PC16550DV/NOPB-ND","PC16550DV/NOPB","Texas Instruments","IC UART WITH FIFO 44-PLCC",471,10000,"7.23693",1000,1,"Tube","-","Modem Control Function","1, UART","16 Byte","-","4.5 V ~ 5.5 V","-","-","-","Yes","Yes","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.58x16.58)"
"http://www.ti.com/lit/ds/symlink/ns16c552.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","PC16552DV/NOPB-ND","PC16552DV/NOPB","Texas Instruments","IC UART DUAL WITH FIFO 44-PLCC",1286,10000,"8.78914",1000,1,"Tube","-","False-start Bit Detection","2, DUART","16 Byte","-","5V","-","-","-","Yes","Yes","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.58x16.58)"
"http://www.ti.com/lit/ds/symlink/tl16c554a.pdf","http://media.digikey.com/Renders/Cypress%20Semi%20Renders/68-PLCC.jpg","296-6587-5-ND","TL16C554AFN","Texas Instruments","IC QUAD UART W/FIFO 68-PLCC",534,0,"10.31128",1000,1,"Tube","-","False-start Bit Detection","4, QUART","16 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","68-LCC (J-Lead)","68-PLCC (24.23x24.23)"
"http://www.nxp.com/documents/data_sheet/SC16C654B_654DB.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg","568-3278-ND","SC16C654BIBM,151","NXP Semiconductors","IC UART QUAD W/FIFO 64-LQFP",496,0,"9.31549",1000,1,"Tray","-","False-start Bit Detection","4, QUART","64 Byte","-","2.5V, 3.3V, 5V","-","Yes","Yes","Yes","Yes","Yes","Surface Mount","64-LQFP","64-LQFP (7x7)"
"http://www.nxp.com/documents/data_sheet/SC16C654B_654DB.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg","568-8273-ND","SC16C654BIB64,151","NXP Semiconductors","IC UART QUAD W/FIFO 64-LQFP",625,0,"9.52756",1000,1,"Tray","-","False-start Bit Detection","4, QUART","64 Byte","-","2.5V, 3.3V, 5V","-","Yes","Yes","Yes","Yes","Yes","Surface Mount","64-LQFP","64-LQFP (10x10)"
"http://www.nxp.com/documents/data_sheet/SC16C754B.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/80-LQFP.jpg","568-1207-ND","SC16C754BIB80,557","NXP Semiconductors","IC UART QUAD W/FIFO 80-LQFP",619,0,"9.52756",1000,1,"Tray","-","-","4, QUART","64 Byte","-","2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","80-LQFP","80-LQFP (12x12)"
"http://datasheets.maximintegrated.com/en/ds/MAX14830.pdf","http://media.digikey.com/Renders/Maxim%20Renders/48-QFN%2021-0141.jpg","MAX14830ETM+-ND","MAX14830ETM+","Maxim Integrated","IC UART QUAD 48-TQFN",1039,0,"19.04000",1000,1,"","*","","","","","","","","","","","","","",""
"http://www.ti.com/lit/ds/symlink/tl16c554.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/80-LQFP.jpg","296-26705-ND","TL16C554IPN","Texas Instruments","IC ASYNC COMM ELEMENT 80-LQFP",319,4641,"12.27543",1000,1,"Tray","-","False-start Bit Detection","4, QUART","16 Byte","-","4.75 V ~ 5.25 V","-","-","-","Yes","Yes","-","Surface Mount","80-LQFP","80-LQFP (12x12)"
"http://www.ti.com/lit/ds/symlink/tl16c754b.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/80-LQFP.jpg","296-6593-5-ND","TL16C754BPN","Texas Instruments","IC QUAD UART W/FIFO 80-LQFP",1220,9996,"14.36299",1000,1,"Tube","-","Programmable","4, QUART","64 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","80-LQFP","80-LQFP (12x12)"
"http://www.exar.com/Common/Content/Document.ashx?id=358","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg","1016-1282-ND","XR16L784IV-F","Exar Corporation","IC UART 8B 3.3V QUAD 64LQFP",260,0,"24.21313",1000,1,"Tray","-","-","4, QUART","64 Byte","RS485","2.97 V ~ 5.5 V","-","Yes","Yes","Yes","Yes","-","Surface Mount","64-LQFP","64-LQFP (10x10)"
"http://www.nxp.com/documents/data_sheet/SC28C94.pdf","http://media.digikey.com/Renders/STMicro%20Renders/52-PLCC.jpg","568-3993-5-ND","SC28C94A1A,512","NXP Semiconductors","IC UART QUAD W/FIFO 52-PLCC",1579,0,"28.14735",1000,1,"Tube","-","False-start Bit Detection","4, QUART","8 Byte","-","5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","52-LCC (J-Lead)","52-PLCC (19.2x19.2)"
"http://www.exar.com/Common/Content/Document.ashx?id=90","http://media.digikey.com/Renders/Renesas%20Tech%20Renders/100-BQFP;%20PRQP0100JD-B.jpg","1016-1284-ND","XR16L788IQ-F","Exar Corporation","IC UART 64B 3.3V OCTAL 100QFP",854,0,"27.32597",1000,1,"Tray","-","-","8","64 Byte","RS485","2.97 V ~ 5.5 V","-","Yes","Yes","Yes","Yes","-","Surface Mount","100-BQFP","100-QFP (14x20)"
"http://www.nxp.com/documents/data_sheet/SCC2698B.pdf","http://media.digikey.com/photos/NXP%20Semi%20Photos/568-84-PLCC,SOT189-2.jpg","568-1120-5-ND","SCC2698BC1A84,512","NXP Semiconductors","IC UART OCTAL ENHANCED 84-PLCC",474,0,"34.94154",1000,1,"Tube","-","False-start Bit Detection","8","3Bit","-","5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","84-LCC (J-Lead)","84-PLCC"
"http://www.exar.com/Common/Content/Document.ashx?id=90","http://media.digikey.com/Renders/Renesas%20Tech%20Renders/100-BQFP;%20PRQP0100JD-B.jpg","1016-1283-ND","XR16L788CQ-F","Exar Corporation","IC UART 64B 3.3V OCTAL 100QFP",172,0,"34.69015",1000,1,"Tray","-","-","8","64 Byte","RS485","2.97 V ~ 5.5 V","-","Yes","Yes","Yes","Yes","-","Surface Mount","100-BQFP","100-QFP (14x20)"
"http://www.nxp.com/documents/data_sheet/SC28L198.pdf","http://media.digikey.com/photos/NXP%20Semi%20Photos/568-84-PLCC,SOT189-2.jpg","568-1117-5-ND","SC28L198A1A,512","NXP Semiconductors","IC UART OCTAL W/FIFO 84-PLCC",812,0,"36.88273",1000,1,"Tube","-","False-start Bit Detection","8","16 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","84-LCC (J-Lead)","84-PLCC"
"http://www.nxp.com/documents/data_sheet/SC16IS741A.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg","568-10959-1-ND","SC16IS741AIPWJ","NXP Semiconductors","IC UART SGL I2C BUS SPI 16TSSOP",5097,0,"2.00242",1000,1,"","*","","","","","","","","","","","","","",""
"http://www.nxp.com/documents/data_sheet/SC16IS741A.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg","568-10959-6-ND","SC16IS741AIPWJ","NXP Semiconductors","IC UART SGL I2C BUS SPI 16TSSOP",5097,0,"Calculate",1000,1,"","*","","","","","","","","","","","","","",""
"http://www.ti.com/lit/ds/symlink/tl16c2550.pdf","http://media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg","296-27998-2-ND","TL16C2550PFBR","Texas Instruments","IC DUAL UART 1.8V-5V FIFO 48TQFP",1000,10000,"4.10578",1000,1000,"Tape & Reel (TR)","-","False-start Bit Detection","2, DUART","16 Byte","-","1.8V, 2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c2550.pdf","http://media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg","296-27998-1-ND","TL16C2550PFBR","Texas Instruments","IC DUAL UART 1.8V-5V FIFO 48TQFP",1850,10000,"5.01492",1000,1,"Cut Tape (CT)","-","False-start Bit Detection","2, DUART","16 Byte","-","1.8V, 2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c2550.pdf","http://media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg","296-27998-6-ND","TL16C2550PFBR","Texas Instruments","IC DUAL UART 1.8V-5V FIFO 48TQFP",1850,10000,"Calculate",1000,1,"Digi-Reel®","-","False-start Bit Detection","2, DUART","16 Byte","-","1.8V, 2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c752c.pdf","http://media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg","296-23535-1-ND","TL16C752CIRHBR","Texas Instruments","IC DUAL UART W/64B FIFO 32-QFN",10036,9000,"4.36769",1000,1,"Cut Tape (CT)","-","False-start Bit Detection","2, DUART","64 Byte","RS485","1.8V, 2.5V, 3.3V, 5V","-","Yes","Yes","Yes","Yes","-","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
"http://www.ti.com/lit/ds/symlink/tl16c752c.pdf","http://media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg","296-23535-6-ND","TL16C752CIRHBR","Texas Instruments","IC DUAL UART W/64B FIFO 32-QFN",10036,0,"Calculate",1000,1,"Digi-Reel®","-","False-start Bit Detection","2, DUART","64 Byte","RS485","1.8V, 2.5V, 3.3V, 5V","-","Yes","Yes","Yes","Yes","-","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)"
"http://www.exar.com/Common/Content/Document.ashx?id=356","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","1016-1259-5-ND","ST16C550CJ44-F","Exar Corporation","IC UART FIFO 16B SGL 44PLCC",336,0,"3.25138",1000,1,"Tube","-","-","1, UART","16 Byte","-","2.97 V ~ 5.5 V","-","-","-","Yes","Yes","Yes","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.59x16.59)"
"http://www.exar.com/Common/Content/Document.ashx?id=356","http://media.digikey.com/Photos/Exar%20Corporations/ST16C-48-TQFP.jpg","1016-1260-ND","ST16C550CQ48-F","Exar Corporation","IC UART FIFO 16B SGL 48TQFP",516,0,"3.53895",1000,1,"Tray","-","-","1, UART","16 Byte","-","2.97 V ~ 5.5 V","-","-","-","Yes","Yes","Yes","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.exar.com/Common/Content/Document.ashx?id=375","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","1016-1864-2-ND","XR68C681CJTR-F","Exar Corporation","IC UART CMOS DUAL 44PLCC",500,0,"7.22564",1000,500,"Tape & Reel (TR)","-","-","2, DUART","1 Byte, 3 Byte","-","5V","-","-","-","-","-","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.59x16.59)"
"http://www.exar.com/Common/Content/Document.ashx?id=375","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","1016-1864-1-ND","XR68C681CJTR-F","Exar Corporation","IC UART CMOS DUAL 44PLCC",846,0,"9.36660",1000,1,"Cut Tape (CT)","-","-","2, DUART","1 Byte, 3 Byte","-","5V","-","-","-","-","-","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.59x16.59)"
"http://www.exar.com/Common/Content/Document.ashx?id=375","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","1016-1864-6-ND","XR68C681CJTR-F","Exar Corporation","IC UART CMOS DUAL 44PLCC",846,0,"Calculate",1000,1,"Digi-Reel®","-","-","2, DUART","1 Byte, 3 Byte","-","5V","-","-","-","-","-","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.59x16.59)"
"http://www.nxp.com/documents/data_sheet/SC16C554B_554DB.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/80-LQFP.jpg","568-2042-2-ND","SC16C554BIB80,528","NXP Semiconductors","IC UART QUAD W/FIFO 80-LQFP",1000,0,"8.46660",1000,1000,"Tape & Reel (TR)","-","-","4, QUART","16 Byte","-","2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","80-LQFP","80-LQFP (12x12)"
"http://www.nxp.com/documents/data_sheet/SC16C554B_554DB.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/80-LQFP.jpg","568-2042-1-ND","SC16C554BIB80,528","NXP Semiconductors","IC UART QUAD W/FIFO 80-LQFP",1635,0,"10.03450",1000,1,"Cut Tape (CT)","-","-","4, QUART","16 Byte","-","2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","80-LQFP","80-LQFP (12x12)"
"http://www.nxp.com/documents/data_sheet/SC16C554B_554DB.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/80-LQFP.jpg","568-2042-6-ND","SC16C554BIB80,528","NXP Semiconductors","IC UART QUAD W/FIFO 80-LQFP",1635,0,"Calculate",1000,1,"Digi-Reel®","-","-","4, QUART","16 Byte","-","2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","80-LQFP","80-LQFP (12x12)"
"http://www.ti.com/lit/ds/symlink/ns16c552.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","PC16552DVX/NOPBTR-ND","PC16552DVX/NOPB","Texas Instruments","IC UART DUAL WITH FIFO 44-PLCC",500,10000,"7.37804",1000,500,"Tape & Reel (TR)","-","False-start Bit Detection","2, DUART","16 Byte","-","5V","-","-","-","Yes","Yes","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.58x16.58)"
"http://www.ti.com/lit/ds/symlink/ns16c552.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","PC16552DVX/NOPBCT-ND","PC16552DVX/NOPB","Texas Instruments","IC UART DUAL WITH FIFO 44-PLCC",871,10000,"10.00130",1000,1,"Cut Tape (CT)","-","False-start Bit Detection","2, DUART","16 Byte","-","5V","-","-","-","Yes","Yes","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.58x16.58)"
"http://www.ti.com/lit/ds/symlink/ns16c552.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","PC16552DVX/NOPBDKR-ND","PC16552DVX/NOPB","Texas Instruments","IC UART DUAL WITH FIFO 44-PLCC",871,10000,"Calculate",1000,1,"Digi-Reel®","-","False-start Bit Detection","2, DUART","16 Byte","-","5V","-","-","-","Yes","Yes","-","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.58x16.58)"
"http://www.exar.com/Common/Content/Document.ashx?id=356","http://media.digikey.com/Photos/Exar%20Corporations/ST16C-48-TQFP.jpg","1016-1262-ND","ST16C550IQ48-F","Exar Corporation","IC UART FIFO 16B SGL 48TQFP",446,0,"4.45720",1000,1,"Tray","-","-","1, UART","16 Byte","-","2.97 V ~ 5.5 V","-","-","-","Yes","Yes","Yes","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c2550.pdf","http://media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg","296-21517-ND","TL16C2550IPFB","Texas Instruments","IC DUAL UART 16BYTE FIFO 48-TQFP",492,10000,"5.07391",1000,1,"Tray","-","False-start Bit Detection","2, DUART","16 Byte","-","1.8V, 2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/tl16c752c.pdf","http://media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg","296-24317-ND","TL16C752CPFB","Texas Instruments","IC DUAL UART W/64B FIFO 48-TQFP",1036,0,"4.87166",1000,1,"Tray","-","False-start Bit Detection","2, DUART","64 Byte","RS485","1.8V, 2.5V, 3.3V, 5V","-","Yes","Yes","Yes","Yes","-","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.nxp.com/documents/data_sheet/SC16C652B.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg","568-3276-ND","SC16C652BIB48,151","NXP Semiconductors","IC UART DUAL W/FIFO 48-LQFP",140,0,"5.49584",1000,1,"Tray","-","2 Channels","2, DUART","32 Byte","-","2.5V, 3.3V, 5V","-","Yes","Yes","Yes","Yes","Yes","Surface Mount","48-LQFP","48-LQFP (7x7)"
"http://www.exar.com/Common/Content/Document.ashx?id=1216","http://media.digikey.com/Photos/Exar%20Corporations/ST16C-48-TQFP.jpg","1016-1256-ND","ST16C2550IQ48-F","Exar Corporation","IC DUART FIFO 16B 48TQFP",402,0,"5.13670",1000,1,"Tray","-","-","2, DUART","16 Byte","RS232, RS485","2.97 V ~ 5.5 V","-","-","-","Yes","Yes","Yes","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.nxp.com/documents/data_sheet/SC26C92.pdf","http://media.digikey.com/Renders/National%20Semi%20Renders/VGZ44A.jpg","568-4711-ND","SC26C92C1B,551","NXP Semiconductors","IC UART DUAL W/FIFO 44QFP",488,0,"6.04757",1000,1,"Tray","-","Transceiver","2, DUART","8 Byte","-","5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","44-QFP","44-PQFP (10x10)"
"http://www.exar.com/Common/Content/Document.ashx?id=1216","http://media.digikey.com/Photos/Exar%20Corporations/ST16C-48-TQFP.jpg","1016-1255-ND","ST16C2550CQ48-F","Exar Corporation","IC DUART FIFO 16B 48TQFP",484,0,"6.31205",1000,1,"Tray","-","*","2, DUART","16 Byte","RS232, RS485","2.97 V ~ 5.5 V","-","-","-","Yes","Yes","Yes","Surface Mount","48-TQFP","48-TQFP (7x7)"
"http://www.ti.com/lit/ds/symlink/pc16550d.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/40-DIP.jpg","PC16550DN/NOPB-ND","PC16550DN/NOPB","Texas Instruments","IC UART WITH FIFO 40-DIP",230,0,"6.79344",1000,1,"Tube","-","Modem Control Function","1, UART","16 Byte","-","4.5 V ~ 5.5 V","-","-","-","Yes","Yes","-","Through Hole","40-DIP (0.600"", 15.24mm)","40-DIP"
"http://www.nxp.com/documents/data_sheet/SC26C92.pdf","http://media.digikey.com/Renders/National%20Semi%20Renders/VGZ44A.jpg","568-5663-ND","SC26C92A1B,557","NXP Semiconductors","IC UART DUAL W/FIFO 44QFP",759,0,"7.55947",1000,1,"Tray","-","Transceiver","2, DUART","8 Byte","-","5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","44-QFP","44-PQFP (10x10)"
"http://www.nxp.com/documents/data_sheet/SC26C92.pdf","http://media.digikey.com/Renders/National%20Semi%20Renders/VGZ44A.jpg","SC26C92A1B,551-ND","SC26C92A1B,551","NXP Semiconductors","IC UART DUAL W/FIFO 44QFP",0,0,"11.47917",1056,96,"Tray","-","Transceiver","2, DUART","8 Byte","-","5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","44-QFP","44-PQFP (10x10)"
"http://www.ti.com/lit/ds/symlink/tl16c750.pdf","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","296-2647-5-ND","TL16C750FN","Texas Instruments","IC UART 64-BYTE FIFO 44-PLCC",201,0,"8.22470",1000,1,"Tube","-","False-start Bit Detection","1, UART","64 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","44-LCC (J-Lead)","44-PLCC (16.58x16.58)"
"http://www.exar.com/Common/Content/Document.ashx?id=1293","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg","1016-1266-ND","ST16C554DCQ64-F","Exar Corporation","IC UART FIFO 16B QUAD 64LQFP",190,0,"7.57067",1000,1,"Tray","-","-","4, QUART","16 Byte","RS232","2.97 V ~ 5.5 V","-","Yes","-","Yes","Yes","Yes","Surface Mount","64-LQFP","64-LQFP (10x10)"
"http://www.nxp.com/documents/data_sheet/SC28L92.pdf","http://media.digikey.com/Renders/National%20Semi%20Renders/VGZ44A.jpg","568-1211-ND","SC28L92A1B,557","NXP Semiconductors","IC UART DUAL W/FIFO 44QFP",598,0,"9.07136",1000,1,"Tray","IMPACT","False-start Bit Detection","2, DUART","16 Byte","-","3.3V, 5V","-","Yes","-","Yes","Yes","Yes","Surface Mount","44-QFP","44-PQFP (10x10)"
"http://www.nxp.com/documents/data_sheet/SC16C754B.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg","568-3290-ND","SC16C754BIBM,151","NXP Semiconductors","IC UART QUAD W/FIFO 64-LQFP",237,0,"9.52756",1000,1,"Tray","-","-","4, QUART","64 Byte","-","2.5V, 3.3V, 5V","-","Yes","-","Yes","Yes","-","Surface Mount","64-LQFP","64-LQFP (7x7)"
"http://www.exar.com/Common/Content/Document.ashx?id=1293","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg","1016-1268-ND","ST16C554DIQ64-F","Exar Corporation","IC UART FIFO 16B QUAD 64LQFP",806,0,"8.83993",1000,1,"Tray","-","-","4, QUART","16 Byte","RS232","2.97 V ~ 5.5 V","-","Yes","-","Yes","Yes","Yes","Surface Mount","64-LQFP","64-LQFP (10x10)"
